evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
109 0.2694547336 223.026708 185.596563 175.084373 156.875563 247.932878 108.988703 201.866499 138.962452 142.457602 175.726482
110 0.1861399496 120.787480 175.574359 206.090080 219.682031 197.924016 163.622930 200.158336 165.225490 122.696117 50.417429
111 0.1719598308 101.756782 145.729864 250.000000 241.009223 194.226412 182.342470 179.693612 211.828378 138.023746 74.396386
112 0.1844737891 71.347280 183.346849 242.139576 250.000000 156.149406 151.478132 213.819665 196.613307 145.792034 67.256826
113 0.1835660834 43.441333 167.307411 213.570240 214.296150 249.810725 182.490139 225.482899 167.316061 119.444284 69.335805
114 0.2185066833 98.723081 182.529682 227.057098 237.867238 223.633310 174.118467 227.107550 168.431644 140.680077 33.340221
115 0.1902230808 95.974674 192.561186 202.053254 226.485560 99.306819 191.220526 148.651082 142.545768 150.508780 73.163036
116 0.1766473242 55.181439 155.669357 214.132171 224.284702 179.026354 168.100957 188.562049 219.329569 110.798978 84.213561
117 0.1637260206 97.613924 159.144415 199.987462 250.000000 178.458371 171.304550 209.063464 205.174307 138.750255 71.421648
118 0.2832507121 101.652169 173.162582 181.855722 218.051887 237.543693 194.832270 189.603378 144.091502 117.335535 139.364144
119 0.1753912385 121.838893 151.297519 245.356127 179.818195 168.501642 186.756324 189.191752 154.451321 154.485510 78.023541
120 0.2856949755 49.964234 174.352539 200.834324 216.794751 180.983523 179.870961 160.563421 127.725404 92.626614 32.525897
121 0.1599502484 86.552802 150.230528 205.855840 225.882504 207.841959 198.745104 244.044461 175.600695 97.189805 72.356487
122 0.1527279040 87.183404 150.753331 217.259636 222.587858 210.309453 174.037965 207.231249 156.449034 121.306006 73.440808
123 0.1744317412 90.320181 173.319020 137.874953 204.173855 180.996828 161.360767 230.532601 187.735929 118.684320 81.931850
124 0.1791204535 68.453119 150.785143 206.707348 219.171958 235.558601 168.846861 197.164820 205.134604 123.187621 62.488703
125 0.1693640918 102.633379 130.095155 204.143422 245.303134 228.124360 175.413304 211.338526 186.840504 136.543507 62.511722
126 0.1745227014 49.082324 185.222108 246.185818 201.981421 213.326037 171.648368 181.126148 138.651436 142.553107 67.448260
127 0.1986541019 104.567582 147.031078 185.467576 248.402911 153.920501 187.729794 196.394324 170.302463 193.447141 51.727106
128 0.2040304581 122.755476 156.097648 204.362788 249.178956 243.105020 230.486599 140.361336 192.438296 160.156239 65.465296
129 0.2695095827 177.694411 172.345674 203.465138 183.709317 201.503156 135.740989 181.464431 139.315799 112.585907 123.643624
130 0.1461045009 78.374597 134.960614 197.997171 220.785228 212.933673 182.709516 196.615590 165.552154 100.074513 77.468975
131 0.1927078730 81.888277 168.253112 223.977687 236.195279 206.619295 182.076106 217.273167 155.403060 108.791846 48.553982
132 0.1691205074 90.142658 155.321272 199.103778 218.376831 185.352026 193.103190 182.229309 178.502756 122.886295 57.399625
133 0.1901431113 76.722599 142.441011 208.827541 250.000000 174.070432 187.092088 187.841157 188.639526 121.640854 47.631131
134 0.2537233017 99.992575 164.214699 149.987203 165.232947 145.890668 91.433056 103.826834 170.301110 133.821415 197.740393
135 0.1725281904 105.757861 155.860467 211.439616 175.873900 179.966637 162.845167 214.501307 162.455743 154.498442 47.189064
136 0.2072898180 85.778145 187.556708 234.904913 159.547126 194.526912 192.877506 198.149466 148.575210 125.340095 102.034201
137 0.1810205470 35.850539 173.329774 228.490852 250.000000 205.300386 204.298690 191.252375 146.789033 128.340666 67.607151
138 0.1984406952 80.542211 175.359787 226.639117 212.264826 217.382147 193.307627 192.998110 145.602376 137.647017 38.437855
139 0.2629076254 206.961621 207.730255 188.623040 107.142380 241.490926 122.185523 199.756245 126.522807 134.802035 109.940404
140 0.1710215889 119.237591 161.865049 202.140378 219.626260 207.837278 160.788584 211.809242 154.900743 105.124171 59.355692
141 0.1768164110 90.888679 156.565611 224.562055 250.000000 206.539785 197.431240 183.491287 208.194898 119.878550 68.313876
142 0.1839971147 54.137118 166.811210 230.758956 247.994108 200.155134 172.573121 229.269779 199.266210 115.587911 65.667428
143 0.1571333539 76.267200 155.221154 205.246954 217.343583 210.644287 174.102303 204.072534 169.085201 120.314757 72.632751
144 0.2133206233 78.739186 198.339411 220.712162 231.875743 223.007483 183.131645 219.897677 161.985886 126.398652 40.615583
145 0.1527115580 78.520060 148.072336 201.818576 222.127646 186.328545 177.689075 177.144327 142.370465 126.318319 78.621709
146 0.1597523088 70.249201 158.870016 210.515701 223.209301 192.112563 177.891586 189.344094 171.807813 104.909468 79.164386
147 0.1626335941 98.920708 148.329076 199.671759 250.000000 186.209614 179.355643 217.662156 190.388113 129.369371 74.133126
148 0.2711981628 95.685723 173.087567 179.986753 220.992630 185.977454 192.356028 194.695555 181.844766 115.379836 135.700859
149 0.1876893658 93.901176 139.466397 228.213446 167.328356 172.470656 178.765842 198.728328 142.105418 137.633289 95.921705
150 0.2114313138 105.468053 149.169946 162.835340 221.283132 184.459949 170.870494 178.012816 150.369429 157.818882 101.252897
151 0.1498856143 79.095608 144.333791 193.967477 223.256703 211.629240 188.246679 241.178855 163.852736 89.965645 77.342608
152 0.1534904037 79.386038 147.566884 200.010613 220.245456 213.054920 180.734939 201.759964 163.308297 104.761453 81.687511
153 0.1666318105 103.191427 177.835773 174.005612 217.233611 186.878031 156.523797 206.280588 177.984405 92.073621 79.012166
154 0.1609278143 73.413655 149.168301 211.195595 220.212489 226.562557 177.407159 200.672226 174.889554 109.304245 67.201488
155 0.1725892167 108.452338 144.053143 200.341309 231.923519 195.092742 170.380096 171.720365 191.085676 143.892415 78.637264
156 0.1721554471 58.754457 179.021972 237.079373 215.373971 217.397039 181.771558 180.920364 148.332946 120.514631 78.990666
157 0.1679955690 104.246693 139.515690 173.844715 240.537676 192.555214 182.380305 172.857939 178.857705 122.477190 76.116501
158 0.1636355243 105.889590 127.906666 202.667176 226.705613 217.658543 216.626081 159.135961 166.254384 101.774635 83.903432
159 0.2606199559 165.296382 154.546756 203.412160 186.057017 199.501898 153.922163 182.892463 161.632050 116.724423 190.639824
160 0.1440047711 73.223507 130.342419 197.282514 220.359976 220.537186 180.585116 198.688175 162.649870 91.808809 77.607082
161 0.1487566112 77.160700 143.504392 219.600244 218.799123 212.723749 176.257078 217.527167 154.056131 96.397544 70.278506
162 0.1691621236 81.867501 137.769094 199.495440 213.915360 200.513699 189.909914 179.054779 175.120298 118.144295 85.870384
163 0.1552252188 85.420485 166.442558 190.803814 189.866265 186.400875 209.916160 184.459426 150.670971 133.262840 72.226212
164 0.2491691986 134.056070 176.630109 209.513944 204.481565 157.754590 110.939997 144.298822 178.339761 122.458561 208.237426
165 0.1697376281 83.817821 150.756839 204.513332 163.426931 193.599552 187.314129 194.664917 174.435650 113.897026 50.037056
166 0.1502360611 78.969657 168.392283 219.222955 196.904935 212.814220 186.661579 200.119048 157.379985 102.959925 72.975707
167 0.1582414036 91.397746 167.496849 205.926695 237.555174 214.828695 207.032007 194.503027 147.761868 123.130516 74.503875
168 0.1458803142 72.805872 143.189364 204.160726 218.746488 219.104787 163.882133 190.911482 144.188839 130.269246 64.638144
169 0.2995488418 125.195198 196.449023 88.467531 87.962630 211.713692 84.795542 201.167116 128.683823 127.496615 123.515787
170 0.1462999082 99.837885 132.349308 199.431221 219.649672 216.218879 170.960131 204.593512 158.051690 95.024440 76.230610
171 0.1671194175 80.992740 161.067310 206.705214 222.766022 204.391695 200.036456 191.448789 175.428131 116.541569 77.972246
172 0.1847516160 48.549228 143.253183 219.723517 246.162925 227.433636 187.103455 209.051471 198.180842 92.668861 71.562620
173 0.1536583030 92.362348 147.381526 198.029266 219.186513 193.115377 173.751654 193.792116 168.243649 117.464397 74.461128
174 0.1751257400 69.151997 165.074088 202.671085 228.471428 218.435261 187.084845 212.567939 160.924428 104.039596 57.239121
175 0.1481266231 70.155241 125.534213 199.022998 218.989835 228.847462 174.419697 197.551057 147.091911 109.789447 81.086453
176 0.1459171619 80.467679 158.502653 206.730094 222.408688 216.549266 186.002005 195.940100 148.735103 98.969436 75.383511
177 0.1597564205 96.425409 142.289912 198.739033 225.824510 197.455118 184.494794 206.521618 171.543749 123.380168 78.076340
178 0.1660505042 77.974624 146.446624 187.402954 222.338854 165.563522 183.293139 197.153067 188.358951 114.131252 80.911665
179 0.1507134348 102.067088 134.771251 205.374805 179.762332 181.064658 186.791523 201.286377 157.730808 129.799819 74.095292
180 0.2496840023 108.101722 127.650374 156.287276 223.000353 200.880866 176.803795 201.440357 166.804942 185.221458 125.215953
181 0.1458303811 73.638346 134.972576 191.531289 219.916539 220.331788 177.811057 221.995180 158.022253 86.718954 79.845845
182 0.1511728223 79.541458 143.169323 196.526798 220.641885 217.633752 175.059706 198.674067 159.904792 96.967749 84.831740
183 0.1530042043 92.137837 156.367285 207.499881 225.307364 191.580243 166.392037 187.893246 172.520996 79.505385 77.451133
184 0.1418500709 75.666339 130.513274 211.034621 220.811718 217.813407 181.752373 201.604128 154.904724 88.456748 79.162091
185 0.1701751177 109.561116 149.276948 200.748464 239.477318 190.357021 163.463224 185.657965 204.641409 119.852527 81.307349
186 0.1613699986 67.121084 151.704480 195.454322 223.183828 219.548918 185.641363 182.117158 164.858238 104.640426 83.964886
187 0.1551686078 85.792907 128.517623 176.472668 232.427082 227.038560 179.831993 176.072127 171.069572 84.042453 88.428781
188 0.1481630614 80.016912 115.748112 198.565885 211.525690 207.662406 183.364018 203.548125 153.057906 65.900385 88.380024
189 0.2555927564 165.989818 161.651205 203.812406 216.954902 198.289886 161.989665 182.148501 147.593635 101.373125 211.092038
190 0.1439694813 70.816712 128.184614 196.948598 220.161282 224.089851 179.592512 199.656569 161.293807 87.946741 77.671611
191 0.1472395783 73.160126 126.966296 217.284031 211.136633 215.608321 176.238144 213.686971 161.273437 89.288248 82.458169
192 0.1476222488 87.409374 129.608927 198.549861 217.832592 219.655262 189.351633 181.376469 164.699690 98.158599 80.439284
193 0.1569948226 86.813290 147.384072 187.141250 171.050975 199.650325 214.068586 184.174128 143.154331 109.698663 88.250842
194 0.2988453650 111.300585 154.623575 175.179412 219.757033 193.073566 99.760554 68.417013 169.758304 148.986114 125.231147
195 0.1745364827 72.039847 143.371217 195.540639 188.448777 216.215659 192.802481 186.598521 176.629243 80.777628 59.454445
196 0.1567270673 75.068622 135.819287 201.869936 234.558377 225.454729 181.077594 200.397150 162.686654 85.325731 63.647479
197 0.1591187429 115.271724 150.998089 193.694493 218.688215 223.349151 192.348015 196.181484 155.410205 110.246570 79.531505
198 0.1500086227 69.398252 120.305601 193.092447 223.250071 220.326684 162.738283 195.036066 149.256920 109.694822 82.704988
199 0.2852797712 116.934305 156.771141 75.294188 135.285441 197.812288 91.964799 201.169820 137.654889 102.670229 150.447652
200 0.1469706052 75.273656 117.755026 197.002892 220.070050 220.194987 177.021811 198.790558 160.549546 88.429974 85.070775
201 0.1564924122 72.416462 148.924282 197.352307 208.616812 214.430391 198.618428 201.002665 153.481814 111.137905 82.462245
202 0.1545377339 57.981604 127.075039 209.920692 226.737295 225.933994 169.974523 208.626459 171.049420 97.564195 70.095315
203 0.1529379230 95.343775 137.029684 194.434909 220.296745 195.966068 179.358847 193.260663 165.482861 114.142776 77.603303
204 0.1571685282 65.051310 126.467422 190.433293 220.185132 218.287748 184.321259 207.559642 160.506648 86.141494 65.565403
205 0.1508506202 66.382862 118.797377 196.879558 218.202535 241.447751 174.990643 208.013213 163.449553 92.484917 82.032176
206 0.1398539895 80.736870 132.263194 203.497721 220.410948 230.848120 185.362520 199.362213 149.273900 95.042915 75.200370
207 0.1445105351 88.411422 135.839800 198.060337 213.560889 203.838570 184.408673 198.453258 155.031772 99.621607 79.887039
208 0.1830954286 65.467739 128.937119 194.948944 222.758320 158.794279 177.407802 199.328720 187.105439 108.813200 54.284293
209 0.1481851985 82.875629 132.182557 193.781080 192.481232 195.043205 189.217030 201.292178 168.308500 123.248957 66.807959
210 0.2254726599 95.263033 130.961827 157.894083 221.711527 213.995785 175.823272 202.951654 149.895578 158.069001 111.652787
211 0.1427550897 76.873149 129.275164 195.784871 218.769350 226.601107 180.248887 206.201320 154.070160 87.603924 80.052704
212 0.1460854539 80.144909 133.727039 197.499225 220.674096 230.682332 177.185176 197.753209 148.485952 93.055112 85.613955
213 0.1414774690 84.565683 145.855585 219.444680 228.807577 205.655765 174.746346 182.422581 147.904166 86.864405 74.774544
214 0.1404314820 76.946271 122.109204 210.525052 220.714947 218.542855 184.779545 201.321738 141.248028 83.115660 82.269242
215 0.1653074641 83.457378 138.694798 206.518267 240.357256 188.185183 178.504718 197.765700 210.917880 142.772351 64.599577
216 0.1452991149 81.984860 136.893221 177.683019 224.683656 230.238292 187.361488 183.583581 160.100299 92.432058 79.194860
217 0.1479001614 76.823425 123.930845 198.729708 217.875144 245.942114 183.401712 190.619998 157.247867 75.117047 89.024138
218 0.1592505545 68.147422 123.022285 199.421506 211.461170 203.129502 168.427560 221.083562 146.691785 55.637844 89.259094
219 0.2321727471 105.113139 171.766078 204.420844 223.204348 206.976870 136.750108 189.932097 133.785251 93.505707 224.342295
220 0.1404798938 77.896158 127.873223 198.813395 220.206840 226.553108 180.711786 199.916532 153.074772 87.482676 76.647129
221 0.1516039325 74.111055 121.913948 212.155841 210.670799 224.098463 179.223467 198.412155 163.906993 86.354339 87.638016
222 0.1405614732 86.900629 126.621463 198.654609 220.071660 232.937193 185.768157 198.174828 152.961974 88.528262 76.192116
223 0.1409778978 85.360055 138.033755 196.919781 186.207387 189.196505 205.116134 184.970217 146.394130 86.207906 71.377258
224 0.2037766559 100.545804 173.184612 158.791134 226.670167 229.750027 116.745244 111.707188 154.827214 134.207779 84.695753
225 0.1495889015 70.441706 142.743587 198.782012 204.523689 219.957368 186.104870 183.220852 162.802155 116.060629 68.315812
226 0.1553480215 78.715950 167.072705 204.000526 190.177165 221.348019 186.174966 200.202528 157.377007 91.473356 64.559602
227 0.1442184523 74.744087 141.979971 198.053775 232.675790 225.700837 189.089664 198.622811 150.471744 99.358480 78.885261
228 0.1458103582 77.126049 145.730899 202.188443 221.316958 228.441341 181.180346 197.033245 148.018240 100.971667 65.494931
229 0.3154363861 171.181516 154.485838 166.286669 86.528465 218.097584 41.680630 206.414079 131.578015 95.813853 160.093659
230 0.1409613975 89.286721 117.040947 200.792477 220.245826 226.074173 174.693326 200.101657 150.868830 93.527458 79.680129
231 0.1440862482 76.089323 136.615475 198.495391 205.923795 225.020879 192.442925 205.093859 141.564628 96.008301 81.467160
232 0.1419192274 79.726108 122.701113 200.656468 214.067209 228.710190 171.663074 208.149753 145.539206 98.166024 70.635217
233 0.1434365354 90.179384 129.891588 197.277039 220.816838 220.855323 185.825055 194.377936 158.723250 97.484663 77.208284
234 0.1541991430 64.848207 112.424541 196.834158 216.418273 219.639207 183.662931 197.683121 151.103656 81.403283 71.222185
235 0.1456701624 70.506956 129.804820 201.125281 219.338508 231.139620 182.754479 194.414018 159.753708 101.985646 76.008113
236 0.1400762488 80.861346 120.129806 202.003040 219.487172 237.460053 185.066816 200.944632 149.523045 93.227252 75.115684
