evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
43 0.9186013734 0.518300 0.089745 0.000000 0.349905 1.087021 0.291094 0.398691 0.475478 0.440447 0.401312
44 0.9185366414 0.545785 0.100881 0.136849 0.271835 0.933969 0.585419 0.807729 0.234912 0.248458 0.075052
45 0.9185343273 0.399025 0.023124 0.088913 0.804810 1.167006 0.637318 0.198101 0.140481 0.196057 0.000000
46 0.9189680415 0.735061 0.389474 0.310199 0.543788 0.556664 0.726187 0.748678 0.882455 0.513127 0.660700
47 0.9186542570 0.322015 0.572985 0.527214 0.469380 0.336401 0.764510 0.102983 0.071342 0.124848 0.662088
48 0.9184689692 0.300209 0.000000 0.151064 0.400392 0.604520 0.554659 0.479481 0.000000 0.273590 0.185514
49 0.9185578970 0.490562 0.131272 0.068656 0.253702 0.428308 0.927121 0.107349 0.397798 0.192021 0.196496
50 0.9185145671 0.758696 0.062407 0.187004 0.187350 0.404458 0.305129 0.400940 0.083874 0.494630 0.432762
51 0.9186842025 0.682569 0.838719 0.698586 0.934489 0.558768 0.398995 0.052749 0.100567 0.181917 0.114835
52 0.9188437074 0.796570 0.380760 0.142562 0.604821 0.386149 0.772291 0.962359 0.762276 0.327536 0.392829
53 0.9188518472 0.508046 0.692104 0.248932 0.437119 0.942080 0.733047 0.107775 0.916976 0.488294 0.379389
54 0.9185971150 0.565029 0.303852 0.714340 0.389457 0.813408 0.641732 0.033834 0.068380 0.213825 0.182488
55 0.9185391211 0.773160 0.738956 0.204472 0.201882 0.458193 0.331791 0.107891 0.297109 0.196543 0.042280
56 0.9187157000 0.290055 0.645263 0.871163 0.625339 0.920895 0.149767 0.036683 0.340923 0.492194 0.608770
57 0.9187580710 0.850405 0.584740 0.189367 0.153192 0.470408 0.580314 0.852700 0.513838 0.802272 0.457696
58 0.9189525800 0.928666 0.638070 0.604527 0.838929 0.281275 0.992680 0.435765 0.112448 0.231543 0.697211
59 0.9184501445 0.641085 0.430205 0.133426 0.042990 0.855506 0.269531 0.041837 0.115249 0.175804 0.011735
60 0.9185739081 0.266380 0.567350 0.391355 0.247267 0.338989 0.292184 0.392410 0.149814 0.285095 0.700914
61 0.9184662452 0.557832 0.256163 0.337373 0.118019 0.997592 0.393507 0.012214 0.023757 0.265311 0.067818
62 0.9184498643 0.122207 0.070722 0.375450 0.433012 0.750212 0.324092 0.194683 0.000000 0.265217 0.164741
63 0.9191148448 1.051069 0.737865 0.634089 0.979376 0.264411 0.930748 0.777769 0.258239 0.285749 0.775745
64 0.9188008412 0.517442 0.661340 0.477643 0.350973 1.112983 0.680823 0.206727 0.639417 0.442810 0.295252
65 0.9184983959 0.533831 0.468065 0.086087 0.069530 0.865046 0.518327 0.000000 0.240818 0.054761 0.000000
66 0.9186119887 0.699066 0.451570 0.165619 0.291304 0.511963 0.625161 0.412453 0.408561 0.227376 0.174154
67 0.9185751262 0.643286 0.372384 0.184867 0.321452 0.960151 0.303997 0.275472 0.448075 0.383568 0.130216
68 0.9192725915 0.618865 0.816393 0.892776 0.779077 0.556587 1.176833 0.267753 0.950357 0.501469 0.663561
69 0.9184750560 0.692080 0.153747 0.000000 0.227290 0.409599 0.311760 0.206766 0.288247 0.313946 0.131658
70 0.9185593940 1.421019 0.000805 0.532023 0.318603 0.764859 0.230237 0.274883 0.036824 0.212240 0.334569
71 0.9184365992 1.232009 0.550365 0.215471 0.000000 0.557293 0.000000 0.181508 -0.009848 0.145408 0.076580
72 0.9184761592 0.585665 0.665236 0.212420 0.054351 1.283929 0.328018 0.118032 0.016276 0.084959 0.030796
73 0.9185212710 0.598789 0.000000 0.745222 0.159901 0.574973 0.836486 0.000000 0.000000 0.108887 0.024102
74 0.9185133006 0.547839 0.607118 0.581931 0.699698 0.689972 0.019833 0.085257 0.177924 0.554531 0.000000
75 0.9184229419 0.456658 0.246314 0.226969 0.178709 1.916853 0.171095 0.121437 0.000000 0.081308 0.000000
76 0.9185302747 0.638410 0.147675 0.479753 0.246320 0.760517 0.490307 0.275129 0.232640 0.265311 0.053482
77 0.9184621062 0.536774 0.303435 0.328382 0.571232 0.846825 0.197674 0.000000 0.004168 0.491136 0.013629
78 0.9183891838 0.651617 0.327346 0.000000 0.000000 1.245008 0.000000 0.035820 0.028995 0.198607 0.000000
79 0.9184813148 0.000000 0.877829 0.034946 0.000000 0.666396 0.371959 0.088342 0.650306 0.352434 0.000000
80 0.9184499376 0.517442 0.312167 0.202307 0.031610 1.833676 0.329582 0.206727 0.000000 0.073238 0.000000
81 0.9187192838 0.688734 0.468065 0.266727 0.203483 0.638882 0.593892 0.157960 0.711223 0.470962 0.392961
82 0.9184546836 1.400950 0.510651 0.165619 0.000000 0.677251 0.000000 0.087728 0.160768 0.219755 0.000000
83 0.9184552438 0.584439 0.000000 0.185616 0.018714 0.739089 0.677121 0.000000 0.000000 0.093547 0.028368
84 0.9185549845 0.495856 0.130333 0.077772 0.249290 0.442994 0.913804 0.106917 0.378388 0.192652 0.187554
85 0.9184995550 0.635122 0.712451 0.184867 0.058903 0.892661 0.303997 0.052076 0.106385 0.125985 0.118953
86 0.9185764287 0.785993 0.767343 0.145638 0.843780 0.730305 0.231948 0.042204 0.134277 0.000000 0.000000
87 0.9187888981 0.738887 0.384643 0.145502 0.544869 0.409599 0.742821 0.943774 0.707103 0.313946 0.333232
88 0.9184265620 0.214692 0.000000 0.175147 0.000000 0.000000 0.000000 0.517472 0.417975 0.000000 0.334569
89 0.9184708491 0.687493 0.404366 0.393933 0.337004 0.834719 0.281628 0.028828 0.000000 0.236956 0.000000
90 0.9184180776 0.000000 0.389833 0.729550 0.090526 0.478286 0.383433 0.120836 0.000000 0.000000 0.000000
91 0.9184777667 0.612101 0.544128 0.819487 0.339878 0.346957 0.232518 0.069145 0.000000 0.252034 0.000000
92 0.9184909310 1.069577 0.582085 0.221678 0.126489 0.709444 0.285282 0.716970 0.018816 0.747150 0.013330
93 0.9184241831 0.270281 0.457861 0.163752 0.000000 0.693738 0.166053 0.451066 0.199904 0.607648 0.000000
94 0.9184415867 0.759616 0.492645 0.149646 0.000000 0.840273 0.171423 0.070387 0.096592 0.170383 0.014960
95 0.9185738189 1.097634 0.576284 0.135538 0.086666 0.678565 0.193006 0.031514 0.082378 0.132913 0.521162
96 0.9185131717 0.847741 0.553113 0.462641 0.313684 0.617687 0.377861 0.576331 0.000000 0.413133 0.011977
97 0.9183959125 0.208331 0.702684 0.102562 0.000000 0.949638 0.013480 0.000000 0.072404 0.422022 0.000000
98 0.9185324735 0.938670 0.850294 0.153786 0.037272 1.369610 0.421903 0.000000 0.000000 0.230267 0.000000
99 0.9184787770 1.024684 0.509890 0.108102 0.013468 1.187406 0.080441 0.052283 0.000000 0.000000 0.264943
100 0.9184533793 0.764299 0.684499 0.197679 -0.242792 0.892101 0.103313 0.076017 0.139770 0.162970 -0.251003
101 0.9184380023 0.573205 0.000000 0.187323 0.000000 0.785922 0.455385 0.000000 0.000000 0.208476 0.107070
102 0.9184729704 0.943779 0.594289 0.418534 0.267745 0.935044 0.000000 0.061331 0.000000 0.211514 0.118194
103 0.9184882078 1.237928 0.189783 0.000000 0.000000 0.604184 0.252448 0.163929 0.395027 0.144663 0.000000
104 0.9184066463 0.551469 0.099961 0.192610 0.000000 1.446572 0.184920 0.000000 0.000000 0.187867 0.022559
105 0.9186475551 0.056422 0.000000 0.845649 0.243387 0.000000 0.095921 0.947051 0.912450 0.095787 0.568882
106 0.9184544709 0.601131 0.474946 0.395021 0.000000 0.755420 0.284994 0.251821 0.087586 0.316011 0.025962
107 0.9185306511 0.628743 0.432361 0.520141 0.110014 0.865179 0.459842 0.000000 0.268118 0.344262 0.003348
108 0.9184100978 0.726856 0.667346 0.000000 0.000000 1.294530 0.000000 0.000000 0.000000 0.058916 0.000000
109 0.9184713745 0.000000 0.978250 0.000000 0.030579 0.176767 0.376620 0.322629 0.746162 0.647090 0.000000
110 0.9184842967 1.127282 0.392940 0.224699 0.063298 0.633922 0.446282 0.422492 0.000000 0.703292 0.000000
111 0.9183977913 0.078469 0.644613 0.000000 0.000000 1.233007 0.168649 0.000000 0.000000 0.000000 0.000000
112 0.9183902132 0.941170 0.308273 0.000000 0.000000 0.819041 0.000000 0.000000 0.000000 0.000000 -0.711555
113 0.9184513281 0.568826 0.426108 0.167161 0.000000 1.863069 0.302341 0.110371 0.000000 0.105899 0.000000
114 0.9185267450 0.087311 0.681440 0.081508 0.000000 1.760469 0.225777 0.150379 0.107086 0.077384 0.457001
115 0.9184192815 0.632423 0.254204 0.182354 0.000000 0.956807 0.209340 0.000000 0.000000 0.257099 0.057125
116 0.9184475138 0.473064 0.292135 0.161199 0.584933 0.879938 0.158149 0.000000 0.000000 0.422022 0.046302
117 0.9183980746 0.743688 0.491436 0.000000 0.000000 1.354116 0.000000 0.000000 0.000000 0.031589 0.000000
118 0.9184739991 0.000000 0.902905 0.000000 0.000000 0.675416 0.329486 0.053864 0.645275 0.345767 0.000000
119 0.9184243924 0.595906 0.405170 0.169719 0.000000 1.880308 0.174609 0.085890 0.000000 0.039622 0.000000
120 0.9185937678 0.663271 0.477153 0.186719 0.164443 0.766965 0.455385 0.075031 0.447474 0.360405 0.223442
121 0.9184434337 2.215501 0.431727 0.000000 0.000000 1.258422 0.000000 0.061331 0.010190 0.309339 0.000000
122 0.9183704457 0.879185 0.047312 0.000000 0.000000 1.176785 0.000000 0.000000 0.000000 0.000000 0.000000
123 0.9185492685 0.507557 0.131080 0.062765 0.239169 0.486869 0.871994 0.102445 0.356761 0.187867 0.185938
124 0.9184399776 0.682557 0.748970 0.000000 0.000000 1.289342 0.152755 0.000000 0.000000 0.000000 0.000000
125 0.9184308674 0.836190 0.502581 0.000000 0.344934 1.241644 0.000000 0.000000 0.000000 0.000000 0.000000
126 0.9184783072 0.713497 0.359378 0.000000 0.117921 0.726192 0.198873 0.557825 0.302916 0.295003 0.025962
127 0.9183676555 0.199186 0.000000 0.000000 0.000000 0.606258 0.000000 0.445358 0.000000 0.000000 0.003348
128 0.9184382525 0.726856 0.427988 0.192726 0.253776 0.807444 0.155461 0.017549 0.000000 0.204781 0.000000
129 0.9183892678 0.000000 0.331246 0.370662 0.030579 0.546288 0.230328 0.085489 0.000000 0.000000 0.000000
130 0.9184098592 0.849216 0.491334 0.504139 0.000000 0.644506 0.048854 0.000000 0.000000 0.080613 0.000000
131 0.9184144208 1.024536 0.547772 0.000000 0.000000 0.848636 0.006533 0.636655 0.000000 0.492478 0.000000
132 0.9183690547 0.000000 0.328923 0.000000 0.000000 1.580765 0.000000 0.462792 0.000000 0.771243 0.000000
133 0.9184166277 0.777087 0.501964 0.093420 0.000000 0.875897 0.056027 0.060864 0.055734 0.148321 0.000000
134 0.9185438765 1.086783 0.547112 0.062530 0.078008 0.811708 0.175732 0.000000 0.034424 0.107727 0.457001
135 0.9184946984 1.349219 0.290474 0.000000 0.351528 1.008041 0.061847 0.000000 0.000000 -0.148971 0.226351
136 0.9183715232 0.000000 0.258115 0.729380 0.000000 0.648280 0.028401 0.390398 0.000000 0.122168 0.000000
137 0.9184245700 0.102665 0.153380 0.000000 0.000000 1.229929 0.231066 0.000000 0.271264 0.000000 0.000000
138 0.9184468193 0.880746 0.337449 0.520381 0.321803 0.609127 0.089661 0.484560 0.000000 0.465614 0.009503
139 0.9183964111 0.553479 0.270848 0.252765 0.072367 0.525534 0.000000 0.174521 0.000000 0.148756 0.088536
140 0.9183753572 0.741427 0.140947 0.000000 0.000000 0.856186 0.000000 0.000000 0.000000 0.000000 0.000000
141 0.9184790900 0.963462 0.488391 0.000000 0.045150 0.885394 0.074042 0.930814 0.157880 -0.380570 0.097159
142 0.9184992516 0.711877 0.565101 0.031954 0.000000 0.853684 0.079632 0.000000 0.000000 0.003211 0.586097
143 0.9183696957 1.585750 0.020065 -1.180996 0.000000 0.877099 0.000000 0.282343 0.000000 0.000000 0.000000
144 0.9184490688 0.044083 0.430914 0.000000 0.000000 0.660675 0.164486 0.621546 0.530505 0.396161 0.000000
145 0.9184783312 0.937796 0.485231 0.000000 0.000000 0.797600 0.000000 0.000000 0.000000 0.000000 0.489450
146 0.9184021904 0.660024 0.599944 0.000000 0.000000 1.499202 0.000000 0.000000 0.000000 0.000000 0.000000
147 0.9184612028 0.918840 0.533811 0.000000 0.132793 1.059916 0.052367 0.179103 0.179055 0.097187 0.000000
148 0.9185629008 1.289209 0.688921 0.088098 0.002412 1.068524 0.151397 0.000000 -0.756144 -0.453018 0.429520
149 0.9183770084 0.000000 0.127247 -1.242261 0.000000 0.632092 0.076382 0.276568 0.000000 0.000000 0.073169
150 0.9183744401 0.758477 0.122721 -1.742812 0.000000 0.889881 0.000000 0.344612 -1.100290 0.000000 0.000000
151 0.9183810664 0.279958 0.154986 0.000000 0.000000 1.028145 0.000000 0.276006 0.000000 0.000000 0.082606
152 0.9183812960 0.395773 0.290474 0.000000 0.000000 0.875456 0.000000 0.000000 0.000000 0.000000 0.040133
153 0.9183851080 0.191410 0.587746 0.000000 0.000000 0.941917 0.000000 0.190756 0.000000 0.260222 0.029658
154 0.9183728125 0.450908 0.153380 0.000000 0.000000 0.615176 0.000000 0.302045 0.000000 0.000000 0.000000
155 0.9184325641 0.000000 0.706080 0.000000 0.000000 0.666114 0.099316 0.132849 0.540176 0.332523 0.000000
156 0.9183818972 0.431928 0.384142 0.000000 0.000000 1.647879 0.000000 0.037398 0.000000 0.000000 0.000000
157 0.9183673469 0.441344 0.000000 0.000000 0.000000 0.856186 0.000000 0.000000 0.000000 0.034324 0.000000
158 0.9184339497 2.121069 0.409826 0.000000 0.000000 1.248164 0.000000 0.089066 0.000000 0.309198 0.000000
159 0.9183795216 0.882482 0.179502 0.000000 0.000000 1.008779 0.000000 0.000000 0.000000 0.000000 0.000000
160 0.9184188444 0.467578 0.118574 0.031954 0.000000 0.812617 0.226087 0.089741 0.081106 0.106072 0.113634
161 0.9183910484 0.550583 0.490742 0.000000 0.000000 1.286905 0.000000 0.000000 0.000000 0.000000 0.000000
162 0.9184033287 0.710781 0.361244 0.000000 0.223163 1.284387 0.000000 0.036765 0.000000 0.000000 0.000000
163 0.9183869050 0.647004 0.366050 0.000000 0.000000 0.797600 0.000000 0.267827 0.000000 0.125076 0.000000
164 0.9183673469 0.193540 0.000000 0.000000 0.000000 0.954484 0.000000 0.419104 0.000000 0.000000 0.000000
165 0.9183811573 0.466270 0.346838 0.000000 0.000000 1.405617 0.000000 0.000000 0.000000 0.000000 0.000000
166 0.9183674221 0.000000 0.069012 0.000000 0.000000 0.722163 0.000000 0.202837 0.000000 0.000000 0.000000
167 0.9183851282 0.969632 0.236639 0.000000 0.000000 0.997758 0.000000 0.103980 0.000000 0.000000 0.000000
168 0.9183703553 0.000000 0.436562 0.000000 0.000000 1.068524 0.000000 0.016019 0.000000 0.000000 0.000000
169 0.9183673672 0.000000 0.035833 0.000000 0.000000 1.816363 0.000000 0.442911 0.000000 0.612030 0.000000
170 0.9183673469 0.170406 0.000000 0.000000 0.000000 0.921961 0.000000 0.410333 0.000000 0.000000 0.000000
171 0.9183673469 0.000000 0.000000 0.000000 0.000000 2.930490 0.000000 0.276006 0.000000 0.000000 0.000000
172 0.9183774227 0.290728 0.369742 0.000000 0.000000 1.258783 0.000000 0.000000 0.000000 -0.306074 0.000000
173 0.9184241347 1.425320 0.503146 0.000000 0.000000 1.002617 0.000000 0.267509 0.000000 0.220689 0.000000
174 0.9184142229 1.208926 0.484942 0.000000 0.000000 1.023612 0.000000 0.439886 0.000000 0.000000 0.000000
175 0.9183743700 0.425783 0.203162 0.000000 0.000000 0.484347 0.000000 0.490280 0.000000 0.000000 0.000000
176 0.9184137200 0.000000 0.261388 0.451363 0.000000 0.908201 0.395344 0.090398 0.000000 0.000000 0.000000
177 0.9183791693 0.289625 0.422253 0.000000 0.000000 0.928570 0.000000 0.000000 0.000000 0.000000 0.000000
178 0.9183690918 0.070569 0.000000 0.000000 0.000000 0.291247 0.000000 0.615728 0.000000 0.000000 0.024110
179 0.9186111615 0.368048 0.220585 1.072949 0.228993 0.703261 1.013331 0.000000 -0.942563 0.229564 0.090423
180 0.9183673469 0.868669 0.000000 -2.614556 0.000000 1.270198 0.000000 0.280849 -1.378523 0.000000 0.000000
181 0.9184110649 0.544150 0.447067 0.000000 0.000000 1.233538 0.000000 0.097170 -0.313070 0.000000 0.146709
182 0.9183676701 0.329652 0.013196 -1.607249 0.000000 0.955261 0.000000 0.000000 0.000000 0.000000 0.000000
183 0.9183774929 0.990165 0.135185 0.000000 0.000000 1.359175 0.000000 0.068590 0.000000 0.000000 0.000000
184 0.9183704519 0.217971 0.166222 0.000000 0.000000 1.627414 -2.045522 0.329741 0.000000 0.161162 0.000000
185 0.9183814610 0.403011 0.124305 0.000000 0.000000 0.754470 0.000000 0.111517 0.000000 0.000000 0.102850
186 0.9183834209 0.000000 0.000000 0.446319 0.245628 2.781197 0.028728 0.146830 0.000000 0.147338 0.000000
187 0.9183788198 0.333398 0.376214 0.000000 0.000000 0.914758 0.000000 0.000000 0.000000 0.000000 0.000000
188 0.9183682397 0.000000 0.237819 0.000000 0.000000 3.126716 -2.177311 0.021052 0.000000 0.000000 0.000000
189 0.9183724964 0.481728 0.136802 0.000000 0.000000 0.937378 0.000000 0.099447 0.000000 0.000000 0.000000
190 0.9183728707 0.290728 0.221708 0.000000 0.000000 0.870064 0.000000 0.000000 0.000000 0.000000 0.000000
191 0.9183706042 0.087716 0.293572 0.000000 0.000000 0.740965 0.000000 0.387235 0.000000 0.000000 0.000000
192 0.9183680182 0.324928 0.027547 0.000000 0.000000 0.461845 0.000000 0.439886 0.000000 0.000000 0.000000
193 0.9183673469 0.425783 0.000000 0.000000 0.000000 0.682983 0.000000 0.490280 0.000000 0.000000 0.000000
194 0.9183725797 0.242639 0.241338 0.000000 0.000000 0.908201 0.000000 0.074873 0.000000 0.000000 0.000000
195 0.9183673469 0.289625 0.000000 0.000000 0.000000 0.917707 0.000000 0.000000 0.000000 0.000000 0.000000
196 0.9184011342 1.759204 0.253136 0.000000 0.000000 1.132561 0.000000 0.146169 0.000000 0.006410 0.000000
197 0.9183673469 0.484734 0.000000 0.000000 0.000000 1.026449 0.000000 0.000000 0.000000 0.000000 0.000000
198 0.9183673469 0.250256 0.000000 0.000000 0.000000 3.090178 0.000000 0.159227 0.000000 0.000000 0.000000
199 0.9183949934 0.743865 0.447067 0.000000 0.000000 1.233538 0.000000 0.000000 0.000000 0.000000 0.000000
200 0.9183751254 0.557217 0.177419 0.000000 0.000000 1.200502 0.000000 0.079077 0.000000 0.000000 0.000000
201 0.9183789348 0.558320 0.256528 0.000000 0.000000 0.813090 0.000000 0.237045 0.000000 0.000000 0.000000
202 0.9183673469 0.188995 0.000000 0.000000 0.000000 1.234872 0.000000 0.397965 0.000000 0.000000 0.000000
203 0.9183787667 0.403011 0.327627 0.000000 0.000000 1.467193 0.000000 0.031599 0.000000 0.000000 0.000000
204 0.9183673469 0.097916 0.000000 0.000000 0.000000 0.856133 0.000000 0.297118 0.000000 0.000000 0.000000
205 0.9183764470 0.852953 0.139943 0.000000 0.000000 1.088027 0.000000 0.146830 0.000000 0.000000 0.000000
206 0.9183673469 0.000000 0.000000 0.000000 0.000000 1.334579 0.000000 0.000000 0.000000 0.000000 0.000000
207 0.9183673469 0.000000 0.000000 0.000000 0.000000 1.609577 0.000000 0.410749 0.000000 0.000000 0.000000
208 0.9183673469 0.000000 0.000000 0.000000 0.000000 1.070420 0.000000 0.516793 0.000000 0.000000 0.000000
209 0.9183673469 0.298371 0.000000 -1.761005 0.000000 1.287085 0.000000 0.308223 0.000000 0.000000 0.000000
210 0.9183673469 0.000000 0.000000 0.000000 -0.602293 1.546279 0.000000 0.623742 -0.686110 -0.222862 0.000000
211 0.9183673469 0.266213 0.000000 0.000000 0.000000 1.989192 0.000000 0.510030 0.000000 0.000000 -0.298386
212 0.9183962129 0.601562 0.367440 0.000000 0.000000 0.913420 0.000000 0.079910 0.000000 0.000000 0.080273
213 0.9183708056 0.380390 0.000000 0.000000 0.000000 1.141875 0.000000 0.638995 0.000000 0.000000 0.021702
214 0.9183673469 0.575584 0.000000 0.000000 0.000000 1.225875 0.000000 0.472572 0.000000 0.000000 0.000000
215 0.9184120175 1.621756 0.357329 -1.684019 0.000000 1.022785 0.000000 0.212491 -0.458230 0.461560 0.000000
216 0.9183702493 0.534908 0.071610 0.000000 0.000000 1.884575 -1.345564 -0.268314 0.000000 -0.064631 0.000000
217 0.9183707478 0.461545 0.000000 0.000000 0.000000 0.255737 0.000000 0.232141 0.000000 0.000000 0.048116
218 0.9184282111 1.044679 0.692792 -1.896703 0.000000 1.505551 0.000000 0.311362 0.000000 0.000000 0.000000
219 0.9183673469 0.332417 0.000000 0.000000 0.000000 0.685074 0.000000 0.403410 0.000000 0.000000 0.000000
220 0.9183694820 0.618816 0.000000 0.000000 0.000000 0.976106 0.000000 0.000000 0.000000 0.000000 0.018139
221 0.9184173179 0.000000 0.176809 0.000000 0.008680 1.095577 0.000000 0.372520 0.000000 0.000000 0.410539
222 0.9183673469 0.124213 0.000000 0.000000 0.000000 2.065256 0.000000 0.380943 -1.186342 0.000000 0.000000
223 0.9183673469 0.000000 0.000000 0.000000 0.000000 1.170891 0.000000 0.000000 0.000000 0.000000 -0.360237
224 0.9183673469 0.605756 0.000000 0.000000 0.000000 0.082133 0.000000 0.628959 0.000000 0.000000 0.000000
225 0.9183673469 1.546362 -0.777723 0.000000 0.000000 0.322161 0.000000 0.065009 0.000000 0.021640 -0.178003
226 0.9184091436 1.960424 0.281085 0.000000 0.000000 1.300692 0.000000 0.214921 -2.649142 0.000000 0.000000
227 0.9183729640 0.000000 0.000000 0.000000 0.000000 1.203427 0.000000 0.000000 0.000000 0.000000 0.062687
228 0.9183717157 0.298371 0.176425 0.000000 0.000000 0.888207 0.000000 0.000000 0.000000 0.000000 0.000000
229 0.9183702201 0.097851 0.255576 0.000000 0.000000 0.744089 0.000000 0.393806 0.000000 0.000000 0.000000
230 0.9183673469 0.393818 0.000000 0.000000 0.000000 0.471538 0.000000 0.510030 0.000000 0.000000 0.000000
231 0.9183673469 0.625567 0.000000 0.000000 0.000000 0.760212 0.000000 0.392463 0.000000 0.000000 0.000000
232 0.9183673469 0.380390 0.000000 0.000000 0.000000 0.229943 0.000000 0.000000 0.000000 0.000000 0.000000
233 0.9183673469 0.279579 0.000000 0.000000 0.000000 0.996057 0.000000 0.000000 0.000000 0.000000 0.000000
234 0.9183878839 1.598249 0.170649 0.000000 0.000000 1.074885 0.000000 0.212491 0.000000 0.000000 0.000000
235 0.9183673469 0.342372 0.000000 0.000000 0.000000 1.032774 0.000000 0.000000 0.000000 0.000000 0.000000
