evaluations raw_y x0 x1
289 0.6053099905 2.116628 57.828177
290 0.4293322687 2.114651 57.689566
291 0.8472828805 2.055321 58.045153
292 0.5140340554 2.112072 57.861131
293 0.4395950093 2.103129 57.110027
294 0.9072598941 2.145554 57.259152
295 0.3581702477 2.106080 57.136384
296 0.8706168711 2.106162 56.581373
297 0.4444582859 2.110351 57.834866
298 0.8632403613 2.104451 56.626585
299 0.0771992830 2.094125 57.745505
300 0.5044149016 2.133734 56.620602
301 0.1118264623 2.092178 57.766033
302 0.4105554662 2.100409 58.066211
303 2.3983343039 1.919235 62.431095
304 0.5942998657 2.121160 57.678412
305 0.9007842340 2.052233 58.080076
306 0.8380119976 2.106557 56.608038
307 0.5623344909 2.114826 57.833877
308 0.1463913669 2.096099 57.591414
309 0.4814559955 2.106985 56.983881
310 0.1886620070 2.108939 57.580015
311 0.1185504134 2.095673 57.863428
312 1.8670882464 2.039646 60.933944
313 0.4982564332 2.106244 56.980821
314 0.8858386414 2.108426 56.516715
315 0.1147538059 2.092293 57.756077
316 2.0545025053 2.088554 60.057415
317 0.8664478102 2.129370 57.735447
318 0.8253039003 2.158104 55.974851
319 0.3637186466 2.114109 57.629127
320 1.0773737419 2.101948 58.718349
321 0.5593416171 2.078483 57.638639
322 0.1770928646 2.102806 57.399372
323 0.5640450320 2.073299 58.755122
324 0.2261429836 2.116874 57.243739
325 0.3226935864 2.099187 57.324156
326 0.8139058392 2.092724 56.954628
327 0.2764872555 2.108346 57.706884
328 0.2062530440 2.103536 57.353025
329 0.1059267358 2.093279 57.879057
330 0.4358234560 2.115730 56.884027
331 0.4780006100 2.079696 57.701578
332 0.1395640056 2.106816 57.587740
333 2.9720629402 1.925982 64.204466
334 0.3098474477 2.093612 58.116336
335 0.0186770458 2.100446 57.647192
336 0.4991554803 2.094151 58.307080
337 0.1128806212 2.107964 57.442570
338 0.1255242255 2.103723 57.673626
339 0.8902078336 2.100230 56.692478
340 0.0092872151 2.098673 57.672728
341 0.1932714209 2.087493 57.820273
342 1.7245449755 2.095104 59.554761
343 0.5824031322 2.092096 57.222684
344 0.0609115809 2.102134 57.645829
345 0.1503558280 2.103176 57.718213
346 1.8271414852 2.102131 59.479904
347 0.3864159118 2.088952 57.525886
348 0.5235106956 2.107080 58.010655
349 0.2958388373 2.112275 57.605557
350 0.3351076340 2.096877 58.072042
351 0.2709307960 2.094520 57.498149
352 0.4764858840 2.094365 57.279171
353 0.6381659816 2.065954 58.949591
354 0.1980392496 2.098459 57.474076
355 0.1257787051 2.099519 57.789947
356 0.2313742545 2.090572 57.658620
357 0.0127346148 2.099979 57.656150
358 0.0237612161 2.097765 57.712795
359 0.0692550794 2.094243 57.758356
360 0.3257471965 2.100399 57.292543
361 0.0890781318 2.101376 57.702136
362 0.1141731556 2.106295 57.427803
363 1.9411723261 2.052344 56.735982
364 0.3134695647 2.083084 57.804930
365 0.4052474133 2.119821 57.490179
366 0.8150212794 2.089123 58.754479
367 0.2404614438 2.095111 57.515406
368 0.1409076811 2.103207 57.706790
369 0.6875114080 2.096032 57.010018
370 0.0893493794 2.094486 57.710540
371 0.0877087649 2.092499 57.817868
372 0.3217171812 2.075032 58.167222
373 0.3930241118 2.101282 57.200793
374 0.4302496625 2.098658 58.129709
375 0.0704959091 2.101333 57.682655
376 0.3306987401 2.075540 58.102021
377 0.1628559591 2.109071 57.537057
378 0.5922489584 2.085695 58.586149
379 0.0284179513 2.101308 57.604195
380 0.1892097024 2.096069 57.545323
381 0.0738218166 2.104676 57.511085
382 0.1079575637 2.099248 57.550236
383 0.8466425016 2.083752 58.905323
384 0.1494310256 2.090976 57.752845
385 0.2840061875 2.098710 57.975445
386 0.2575467872 2.098401 57.955043
387 0.1154947644 2.095578 57.641449
388 0.0823442355 2.095426 57.822018
389 0.0885599093 2.096508 57.644613
390 0.3028514119 2.092996 57.504903
391 0.2963753086 2.109667 57.689387
392 0.0879004973 2.103895 57.488715
393 2.7288048032 2.121157 54.220255
394 0.3144959037 2.083170 57.800373
395 0.2556223820 2.111948 57.564829
396 0.1968612882 2.090218 57.713736
397 0.1155198380 2.100942 57.504089
398 0.0184562991 2.099480 57.677834
399 0.1288848034 2.090457 57.933545
400 0.0445886811 2.100457 57.679178
401 0.0390617063 2.097384 57.739392
402 0.3710345655 2.090427 57.500945
403 0.1919645559 2.102596 57.387311
404 0.2292825771 2.100152 57.400635
405 0.0794787563 2.096152 57.666433
406 1.0629136727 2.077789 57.068671
407 0.1694622099 2.107976 57.587827
408 0.3819266853 2.088852 57.533938
409 0.0680228109 2.096630 57.665172
410 0.2886699791 2.097443 57.402877
411 0.1494503301 2.103877 57.696561
412 0.1670863678 2.101185 57.791107
413 0.4152142531 2.092797 58.247360
414 0.0805068540 2.093044 57.813757
415 0.0789621607 2.098842 57.756851
416 0.1904014808 2.092078 58.007222
417 0.0064627874 2.099399 57.653925
418 0.0528092261 2.095297 57.769828
419 0.0386931254 2.097123 57.686888
420 0.0900861214 2.093778 57.736878
421 0.0266379493 2.098189 57.665848
422 0.0367315487 2.101794 57.586571
423 1.4839386211 2.093517 56.200783
424 0.5384083397 2.114254 57.824349
425 0.0984090796 2.102315 57.685153
426 0.3494941189 2.099308 57.292809
427 0.1669258119 2.109092 57.542684
428 0.0448390058 2.097908 57.653020
429 0.5627650648 2.097998 58.283893
430 0.0120896285 2.100196 57.638926
431 0.0612844896 2.101209 57.675831
432 0.3021172401 2.084764 57.760962
433 0.0271338807 2.101108 57.606613
434 0.0191503038 2.100670 57.623644
435 0.0196625597 2.098474 57.699675
436 0.3910218422 2.092659 57.416940
437 0.1716056214 2.107033 57.623156
438 0.4147220574 2.101353 57.176075
439 0.0571656227 2.097789 57.642535
440 0.1618910566 2.098954 57.500299
441 0.1297308685 2.103629 57.681439
442 0.1896629907 2.099945 57.447409
443 0.6614976351 2.078564 57.512381
444 0.0106176421 2.099008 57.659415
445 0.0432837644 2.098964 57.625549
446 0.1238786200 2.089733 57.876793
447 0.0398798966 2.100938 57.658947
448 0.1034784316 2.097749 57.592984
449 0.0074654907 2.098735 57.673855
450 0.0989790119 2.099788 57.755088
451 0.1412346863 2.094506 57.643964
452 0.0217524424 2.100640 57.644423
453 0.4037705029 2.086338 58.358018
454 0.6770988640 2.114419 57.969996
455 0.0628917624 2.095919 57.696123
456 0.1039190651 2.095831 57.647269
457 0.0828072021 2.104871 57.490496
458 0.0229248972 2.099892 57.671320
459 0.0870379151 2.096379 57.650303
460 0.0486116455 2.097703 57.654825
461 0.0377229571 2.097148 57.687406
462 0.3448693907 2.083208 57.757212
463 0.0638574845 2.098884 57.739945
464 0.0928726779 2.100807 57.722064
465 0.0264368449 2.099888 57.675343
466 0.1378276519 2.095989 57.604037
467 0.1604056769 2.106190 57.637004
468 0.5413247216 2.094680 57.201122
469 0.0289626525 2.099346 57.631280
470 0.0725865323 2.099923 57.571978
471 0.0512858292 2.103085 57.588970
472 0.1916449520 2.098885 57.470453
473 0.2835762117 2.079479 58.008585
474 0.0328027186 2.101653 57.595328
475 0.0801426311 2.099436 57.575146
476 0.1945072712 2.093445 57.613985
477 0.0099412999 2.099107 57.657365
478 0.0057976366 2.099734 57.652823
479 0.0093884797 2.099872 57.655048
480 0.0476497581 2.096864 57.683494
481 0.0193183222 2.099304 57.642468
482 0.0058914649 2.099163 57.672160
483 1.3287812629 2.097064 59.099642
484 0.2566042442 2.103504 57.824315
485 0.0138904897 2.099894 57.637112
486 0.0622922163 2.095841 57.789227
487 0.0713081593 2.100699 57.557020
488 0.0303956411 2.100097 57.673745
489 0.3295698479 2.095857 57.399313
490 0.0301198074 2.097992 57.667957
491 0.0492436736 2.097520 57.659704
492 0.4167371854 2.084193 57.633815
493 0.0441392362 2.098175 57.645966
494 0.0215691416 2.099586 57.678372
495 0.0139644298 2.098892 57.686267
496 0.0830823565 2.100835 57.710718
497 0.1274118926 2.104738 57.643546
498 0.1720689307 2.092579 57.667290
499 0.0200304068 2.100835 57.628169
500 0.0126375317 2.100263 57.639463
501 0.0325403306 2.100764 57.601284
502 0.0498647458 2.098640 57.730502
503 0.1623011160 2.100181 57.811873
504 0.0221693422 2.099522 57.634463
505 0.0109210097 2.099409 57.648931
506 0.1824269292 2.094631 57.592997
507 0.0153584318 2.098986 57.654805
508 0.0442902520 2.100528 57.676769
509 0.0231603201 2.100212 57.661832
510 0.0354707155 2.098812 57.637802
511 0.0409223168 2.101259 57.649515
512 0.0126251308 2.099197 57.678643
513 0.5562293744 2.095577 58.334477
514 0.0751008751 2.098256 57.765762
515 0.0325917108 2.101471 57.628237
516 0.1160412027 2.099322 57.784520
517 0.0060708386 2.098864 57.675993
518 0.0026289421 2.099464 57.660301
519 0.1072499088 2.097992 57.582509
520 0.0248567707 2.100166 57.665332
521 0.0183914216 2.098763 57.657818
522 0.0757911356 2.102601 57.649231
523 0.0492316019 2.102912 57.593310
524 0.0771308651 2.099538 57.575935
525 0.0196440271 2.098715 57.657785
526 0.1484316463 2.102736 57.728717
527 0.0804457767 2.102679 57.652527
528 0.1282266740 2.096796 57.853463
529 0.0170931977 2.100236 57.652958
530 0.0335738693 2.100068 57.678100
531 0.0019107839 2.099289 57.661160
532 0.1232374593 2.098975 57.800379
533 0.1798811050 2.108128 57.596600
534 0.0101312833 2.098604 57.684491
535 0.0239854336 2.099568 57.681419
536 0.1249477631 2.091469 57.923328
537 0.0053279208 2.099624 57.652219
538 0.0121914003 2.099903 57.639273
539 0.0122593907 2.099586 57.668277
540 0.0199647203 2.100418 57.622733
541 0.0008397082 2.099306 57.661950
542 0.0002024764 2.099299 57.662989
543 0.1686582606 2.098344 57.862919
544 0.0658115802 2.097253 57.648502
545 0.0407819927 2.100511 57.673295
546 0.0881502605 2.098372 57.777185
547 0.0304815001 2.098144 57.718022
548 0.0094727450 2.099200 57.655398
549 0.1447535875 2.099485 57.810705
550 0.0422574979 2.100606 57.672145
551 0.0030183117 2.099467 57.657080
552 0.2271841450 2.107955 57.661496
553 0.0830418543 2.103201 57.638379
554 0.0459201291 2.100121 57.596332
555 0.0083723870 2.099014 57.661766
556 0.0462486729 2.100267 57.686411
557 0.0033187267 2.099292 57.659601
558 0.0811814893 2.100501 57.717764
559 0.0092320306 2.099341 57.671622
560 0.0230778437 2.099653 57.678184
561 0.0109025218 2.098698 57.685148
562 0.0702059739 2.098923 57.745745
563 0.1848617842 2.103647 57.742804
564 0.0153013112 2.098257 57.679788
565 0.0120236888 2.099428 57.672341
566 0.0442132452 2.098341 57.730516
567 0.0079009263 2.099729 57.658350
568 0.0229210736 2.099236 57.640308
569 0.0106858363 2.098832 57.664730
570 0.0158758601 2.100510 57.635934
571 0.0167315604 2.098516 57.667554
572 0.0050423984 2.099340 57.656697
573 0.1319363301 2.099603 57.516485
574 0.0712171448 2.098604 57.605080
575 0.0197267909 2.099539 57.677645
576 0.0315259820 2.096966 57.707951
577 0.0179906999 2.099009 57.651317
578 0.0019402558 2.099362 57.659742
579 0.0776371532 2.099632 57.736511
580 0.0077887644 2.098747 57.672380
581 0.0039307552 2.099545 57.659176
582 0.0547758630 2.101562 57.657084
583 0.0556758412 2.097611 57.649434
584 0.0402370521 2.100318 57.678334
585 0.0003245410 2.099260 57.663773
586 0.0346493974 2.098442 57.648875
587 0.0348442222 2.097937 57.663884
588 0.0459030194 2.101051 57.662673
589 0.0044776039 2.098940 57.672098
590 0.0077123466 2.099404 57.652478
591 0.0063120043 2.099277 57.670129
592 0.0283436010 2.099112 57.637655
593 0.0814170511 2.093120 57.791381
594 0.0065513628 2.098812 57.671960
595 0.0129165561 2.099294 57.649434
596 0.0441923745 2.101201 57.580321
597 0.0084988128 2.099631 57.662566
598 0.0031693292 2.099239 57.661091
599 0.0125477580 2.098820 57.662860
600 0.0175907182 2.099086 57.649718
601 0.0054520582 2.098949 57.667799
602 0.0056488619 2.099311 57.656706
603 0.1979586256 2.099760 57.442931
604 0.0381885494 2.098863 57.633575
605 0.0416377829 2.098954 57.627557
606 0.0624187884 2.097451 57.646493
607 0.0160529998 2.099562 57.640186
608 0.0024697348 2.099414 57.662093
609 0.0185263352 2.099423 57.679387
610 0.0192975979 2.098432 57.667095
611 0.0014286244 2.099334 57.663430
612 0.0295563658 2.098350 57.657329
613 0.0471057425 2.097881 57.651206
614 0.0124132976 2.100141 57.637371
615 0.0025167994 2.099362 57.663846
616 0.0393466020 2.098756 57.635132
617 0.0034189446 2.099468 57.661465
618 0.0113959199 2.100147 57.640420
619 0.0102638321 2.098884 57.663584
620 0.0187915493 2.099268 57.643882
621 0.0033761566 2.099531 57.658610
622 0.0538000413 2.099334 57.605376
623 0.0557777505 2.095548 57.780055
624 0.0014540927 2.099336 57.660732
625 0.0109833238 2.099256 57.652396
626 0.0454474574 2.101850 57.571146
627 0.0071760023 2.099366 57.653852
628 0.0086525184 2.099309 57.671811
629 0.0060696289 2.099051 57.663336
630 0.0072155019 2.099486 57.651438
631 0.0172727013 2.099915 57.664149
632 0.0004734100 2.099287 57.662725
633 0.1691771746 2.099714 57.474469
634 0.0102337045 2.099299 57.652149
635 0.0442410261 2.099276 57.616847
636 0.0304193372 2.097649 57.679454
637 0.0086403516 2.099610 57.647756
638 0.0018756449 2.099263 57.661844
639 0.0163035021 2.099214 57.647825
640 0.0130271939 2.098671 57.667134
641 0.0006436586 2.099242 57.664647
642 0.0498926260 2.097490 57.659879
643 0.0182181548 2.100252 57.654025
644 0.0300699642 2.099422 57.628337
645 0.0001865622 2.099281 57.663555
646 0.0039192440 2.099540 57.655128
647 0.0161365103 2.099969 57.661035
648 0.0082849036 2.099335 57.653363
649 0.0028864855 2.099295 57.666080
650 0.0103066992 2.099308 57.651865
651 0.0017410141 2.099308 57.660913
652 0.0254507549 2.099181 57.692547
653 0.0591580093 2.097187 57.767814
654 0.0031825068 2.099524 57.656884
655 0.0085153443 2.099318 57.653520
656 0.0295631632 2.101438 57.622722
657 0.0019289181 2.099433 57.659907
658 0.0012091375 2.099280 57.662129
659 0.0003847853 2.099272 57.663219
660 0.0098128258 2.099642 57.663787
661 0.0052430389 2.099583 57.659869
662 0.0023656703 2.099281 57.665871
663 0.0848145317 2.099606 57.566229
664 0.0094241437 2.099477 57.668230
665 0.0281535401 2.099894 57.620336
666 0.0129467764 2.098279 57.687090
667 0.0096388971 2.098591 57.675992
668 0.0024608223 2.099221 57.662378
669 0.0292485952 2.099179 57.635010
670 0.0071161770 2.099424 57.667164
671 0.0010846834 2.099205 57.664772
672 0.0143041777 2.098844 57.660048
673 0.0475007789 2.101124 57.662273
674 0.0103960616 2.099774 57.643261
675 0.0008233473 2.099248 57.663435
676 0.0107732630 2.099583 57.666697
677 0.0092794154 2.098963 57.662291
678 0.0075391480 2.098987 57.663604
679 0.0051420922 2.099447 57.664311
680 0.0043245081 2.099422 57.664110
681 0.0012406277 2.099193 57.665017
682 0.0526992571 2.099121 57.722681
683 0.0251263236 2.098381 57.707855
684 0.0031161219 2.099432 57.657286
685 0.0032024958 2.099339 57.665256
686 0.0649817859 2.100808 57.691709
687 0.0071134234 2.099438 57.666787
688 0.0052027178 2.099269 57.658172
689 0.0021546632 2.099365 57.663328
690 0.0010533285 2.099252 57.663057
691 0.0107912915 2.098946 57.661042
692 0.0033866526 2.099298 57.666530
693 0.0248697038 2.099160 57.692428
694 0.0076321718 2.099330 57.670213
695 0.0121478002 2.100052 57.652308
696 0.0151207609 2.098664 57.664708
697 0.0121776859 2.098848 57.684867
698 0.0008767627 2.099258 57.663067
699 0.0037462561 2.099225 57.668565
700 0.0111750622 2.099668 57.664593
701 0.0009745085 2.099311 57.663604
702 0.0083635714 2.099659 57.661446
703 0.0020208557 2.099185 57.664028
704 0.0029617834 2.099492 57.659639
705 0.0002550680 2.099268 57.663536
706 0.0057111986 2.099492 57.663596
707 0.0185505928 2.098643 57.661223
708 0.0030099251 2.099223 57.667818
709 0.0032074047 2.099360 57.664677
710 0.0052668118 2.099300 57.668472
711 0.0015556546 2.099245 57.665775
712 0.0351349074 2.099117 57.704265
713 0.0107185296 2.099979 57.652871
714 0.0004390104 2.099307 57.663066
715 0.0072797344 2.099340 57.669595
716 0.0553754724 2.099991 57.703776
717 0.0004222829 2.099315 57.662438
718 0.0005201280 2.099278 57.663986
719 0.0001094137 2.099277 57.663392
720 0.0041161132 2.099125 57.663357
721 0.0002788282 2.099285 57.663572
722 0.0005887529 2.099289 57.663784
723 0.0702461443 2.099070 57.742371
724 0.0008194237 2.099225 57.664397
725 0.0133535010 2.099154 57.680378
726 0.0119668421 2.099087 57.655724
727 0.0227622918 2.099318 57.686452
728 0.0003947969 2.099284 57.663721
729 0.0122000697 2.099270 57.676488
730 0.0106135247 2.099630 57.665113
731 0.0003182051 2.099262 57.663678
732 0.0112756170 2.099715 57.663239
733 0.0231027087 2.098376 57.664155
734 0.0019534578 2.099201 57.666944
735 0.0004670629 2.099293 57.663544
