evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9
34 0.9275217711 1.799182 205.869419 48.650618 2.653018 112.882829 170.307585 44.390902 86.305485 163.999672 72.089202
35 0.9452855859 56.389228 146.123731 25.323576 10.669795 51.888063 194.624160 200.819813 178.063821 85.732940 151.318991
36 0.9712457259 56.213770 195.183998 51.608409 0.115382 214.285714 214.285714 1.166414 141.094166 122.098686 12.866762
37 0.9191992514 101.548049 75.234313 74.954708 42.215029 40.126512 183.349319 40.935183 181.115207 164.469203 101.716411
38 0.8935541073 13.560411 214.285714 12.298460 0.010527 112.759649 214.215911 182.662740 151.918837 113.416954 117.740368
39 0.3975420090 81.995792 134.724787 48.871008 10.776476 112.896892 170.282130 91.914282 108.385537 90.800237 88.134951
40 0.9827779020 40.214835 192.483295 99.157534 0.033969 164.505728 214.285714 56.383567 113.817894 87.875489 43.522739
41 0.9487076844 190.037557 76.306979 52.097577 13.479974 214.268331 194.570686 80.334833 177.777985 0.000000 40.076885
42 0.4164547343 96.576186 121.412814 62.394696 0.000000 107.834950 153.034884 112.545190 98.675258 83.655926 103.584915
43 0.4153598429 93.091359 116.026619 63.756821 27.319379 95.955774 164.909661 79.633653 127.439988 110.934955 93.444071
44 0.3945902555 111.661118 112.606687 74.676500 0.000000 120.800912 179.963110 72.861558 92.488102 82.036143 82.638768
45 0.3480578442 98.568114 129.401596 71.701607 34.373220 124.021964 141.588222 100.144477 101.475198 87.599770 91.807877
46 0.9082723548 169.803857 44.069422 13.781753 60.233803 57.770852 67.385131 157.122689 90.351616 89.739926 157.779291
47 0.9491058357 162.043480 93.195210 65.174982 27.385843 196.888381 167.360314 89.824363 149.151800 17.944804 58.744525
48 0.5471535999 91.896203 111.233350 58.172674 6.695447 86.243565 171.777659 87.074080 125.760025 108.568649 100.510294
49 0.4993730813 68.338696 141.048482 77.402518 17.941715 78.369483 149.149899 79.633653 67.476979 126.054573 106.144423
50 0.5403633139 131.176579 94.302788 74.676500 23.126953 139.675624 180.372917 72.861558 92.488102 82.036143 73.606059
51 0.4664935114 85.235557 126.103565 71.701607 47.943311 97.888405 141.884728 96.003404 132.832246 114.273131 98.945536
52 0.8459559394 65.633619 155.781005 104.661540 0.000000 143.711865 214.285714 26.368137 114.741126 94.753160 157.779291
53 0.7741293743 137.027961 69.620584 34.589055 63.459661 65.917315 167.360314 106.380152 122.445803 114.585355 125.960696
54 0.4174565590 96.570143 121.550090 62.290701 0.000000 107.627895 152.876182 112.498587 98.656633 83.354413 103.614683
55 0.4159515053 93.091154 115.991836 63.712851 27.285193 95.981810 164.929789 79.583234 127.421471 111.061428 93.463121
56 0.3937495486 111.648504 112.579470 74.724853 0.086471 120.905473 179.822780 72.928897 92.506902 82.167369 82.647542
57 0.3468278151 98.538377 129.314313 71.837358 34.283136 123.837977 141.522074 100.277557 101.463702 87.359617 91.780208
58 0.9071011025 169.854322 44.011705 13.815151 60.419763 57.851180 67.383699 157.113780 90.303832 89.836957 157.723407
59 0.9491613441 161.783369 93.117291 64.959400 27.569926 196.851488 167.464066 89.845972 149.244833 18.063171 58.817098
60 0.3749397386 91.851655 126.136090 58.359536 17.329430 104.177204 148.643083 105.594610 102.055276 85.908401 98.341376
61 0.7410868238 94.986636 158.469374 67.669484 27.410318 167.267016 122.800205 130.719516 60.242018 46.709404 86.331096
62 0.9688309847 161.028813 63.604936 110.303940 0.000000 128.087034 131.190966 26.882689 63.488280 67.318992 68.067000
63 0.4453039111 108.279289 126.130944 85.320436 48.166691 130.246434 124.557099 105.243587 97.379304 85.237130 93.853321
64 0.9246093429 159.120603 51.765641 7.221321 54.188545 56.959179 72.222973 150.604917 94.275654 90.874716 152.338261
65 0.2880893474 63.241701 149.880365 81.151814 44.428423 91.647030 118.214509 108.734388 70.422129 119.112423 112.693155
66 0.8714436772 67.917920 170.753214 116.003365 26.051222 158.577249 170.409165 78.237402 102.047077 82.257341 61.455190
67 0.6965715352 146.759669 62.108704 49.051538 64.233627 64.061732 94.210760 117.174827 117.799485 111.736317 133.457620
68 0.8758391650 153.053221 83.007993 99.713369 0.000000 150.299383 130.136830 42.168247 41.205909 44.202357 63.553664
69 0.9653132687 191.533601 18.985754 63.444471 3.613112 130.246434 99.790491 54.099487 61.626090 70.701544 103.157964
70 0.9565673310 178.194785 49.358370 96.628573 0.000000 135.605138 149.448111 24.998822 82.468169 47.396579 59.455932
71 0.6109439012 85.130056 158.472461 51.492944 44.428423 151.625478 137.251795 130.930130 63.047602 47.112167 89.023928
72 0.3742146479 91.913396 125.941026 58.523119 17.284916 104.184167 148.721899 105.431423 101.816470 85.857332 98.468127
73 0.7425693300 94.975877 158.413159 67.793039 27.664964 167.143723 122.942617 130.698355 60.248445 46.555060 86.234271
74 0.9689198084 161.046101 63.629543 110.364968 0.000000 128.138423 131.166075 26.880563 63.499903 67.256113 68.102486
75 0.4418719739 108.269879 126.195386 85.397093 48.168438 130.191384 124.491377 105.026631 97.161225 85.168831 93.781509
76 0.9247023117 158.980069 51.724427 7.316100 54.410313 56.849631 72.174976 150.491425 94.200231 91.070422 152.387248
77 0.2873794042 63.462787 149.991625 81.086659 44.353966 91.637007 118.004786 108.660144 70.386448 119.042162 112.518989
78 0.2755393998 72.621205 142.577339 69.624284 42.760710 94.792760 128.292303 103.388003 85.105326 106.565270 103.881029
79 0.3453907795 85.463149 148.992787 68.232971 33.854950 132.109767 127.884497 115.865908 75.120730 76.096907 94.175001
80 0.3382591455 62.609467 150.855121 66.751158 40.778283 89.566944 121.226546 111.642479 85.314976 112.014400 108.657874
81 0.2696209266 89.199679 134.788589 76.369842 44.379878 111.420026 127.611426 104.015588 91.320491 96.261026 98.870517
82 0.9794586737 0.000000 214.285714 132.182844 4.853670 178.245381 214.285714 36.008391 105.153218 97.962739 23.397704
83 0.4692900651 46.054739 159.758396 83.176657 52.823707 63.338799 104.970081 112.296614 56.756766 141.488630 122.452416
84 0.5866958782 101.403029 138.684154 69.624284 27.817152 150.982143 141.877830 110.520742 92.129866 55.142891 83.032170
85 0.7581972110 85.463149 214.285714 127.300721 0.000000 190.659226 214.285714 43.118583 95.433362 85.864268 20.580395
86 0.3046311176 62.008866 150.855121 88.947868 54.984664 76.450649 108.801009 107.720479 60.360075 132.036606 116.580002
87 0.4872849899 2.482016 202.783421 120.711793 30.079483 111.420026 156.566128 71.868847 68.785501 136.327111 74.162421
88 0.9018808271 95.410234 159.758396 72.280305 34.826451 142.086127 127.475970 116.242460 78.849829 141.488630 91.168694
89 0.2762004018 72.442054 142.595627 69.624553 42.718438 94.777643 128.188299 103.533824 85.170505 106.596220 104.001592
90 0.3452060273 85.223202 148.931329 68.416060 33.829160 132.173189 127.864557 115.824812 75.376825 76.000173 94.130703
91 0.3380068882 62.611540 150.800499 66.836466 40.802904 89.593390 121.201177 111.734178 85.283426 112.001397 108.694197
92 0.2685757491 89.088950 135.017300 76.035095 44.308179 111.138916 127.451259 104.054245 91.330183 96.291306 98.887078
93 0.9792842498 0.000000 214.285714 132.212486 4.794214 178.341541 214.199799 36.038224 105.101534 98.022077 23.362604
94 0.4687447714 46.000875 159.812509 83.154464 52.921638 63.377794 104.877432 112.244121 56.712040 141.494845 122.381204
95 0.2422779325 77.453676 144.096287 80.711113 56.587104 104.353602 117.572402 102.882164 82.179371 107.801528 102.272145
96 0.2621601476 71.492863 138.780667 82.936412 62.882263 83.570772 118.537204 93.854450 90.598383 126.333978 107.148151
97 0.7454610971 17.822016 190.945085 73.698025 78.659901 58.737620 101.789443 145.774526 66.656897 155.271698 135.841881
98 0.2438682961 68.418563 148.354803 76.431122 54.953077 95.394184 118.757161 102.323188 79.266770 113.063477 104.644569
99 0.4074688389 66.717596 164.580863 70.205723 23.391159 122.298653 165.273973 85.569886 101.970621 96.318304 80.729378
100 0.2602271063 80.511730 141.937593 79.961519 49.780632 111.969332 122.751172 103.030695 84.246105 102.049088 101.139815
101 0.3052442795 61.976915 160.645548 70.127889 35.035511 106.161215 147.378103 91.935821 91.141520 106.173543 91.718909
102 0.3304637821 97.755911 132.536270 74.335741 21.791832 133.530804 118.537204 66.200404 100.455004 77.691441 71.577067
103 0.3328321526 82.864996 145.990443 78.926177 48.726126 121.392738 120.100782 108.387911 78.368004 93.230594 135.841881
104 0.3086296152 77.646570 157.417711 76.431122 26.085970 95.394184 150.793233 98.059957 91.069447 84.039683 85.288552
105 0.4331254040 64.873016 170.325344 66.302549 18.633648 129.392700 165.405946 90.651129 95.171653 88.356004 79.227229
106 0.2775510247 69.177195 141.937593 74.857636 40.753420 110.551195 143.086082 92.405679 92.814081 104.363058 90.025883
107 0.2419155648 77.618547 144.000764 80.958097 56.679215 104.407604 117.677664 102.679676 81.895926 107.771908 102.327526
108 0.2631006394 71.436262 138.749564 82.846421 62.856681 83.499457 118.574262 93.798774 90.625211 126.502642 107.354381
109 0.7451046353 17.818283 190.889499 73.753311 78.682223 58.814305 101.753524 145.811041 66.616219 155.280506 135.995457
110 0.2441739644 68.347485 148.573330 76.447194 54.983973 95.379222 118.841058 102.337784 79.322291 113.105410 104.597889
111 0.4068390934 66.621644 164.437727 70.279057 23.392068 122.227813 165.323079 85.584406 102.074922 96.169964 80.588761
112 0.2600731042 80.438453 141.946512 80.184307 49.555613 111.964477 122.793194 102.893913 84.185485 102.085364 101.344328
113 0.2574003962 79.753307 144.642130 85.829341 62.710726 108.576397 113.036837 102.418968 80.566447 108.303589 101.638974
114 0.2622739663 71.222602 139.271854 87.367326 69.497954 82.217457 113.755910 92.661895 89.120183 130.521668 108.204353
115 0.3147187112 58.991342 155.561680 93.243514 65.423578 76.385030 105.095631 110.990360 57.472503 137.028359 118.856433
116 0.2555781780 59.972159 153.879449 76.485559 59.292057 88.892983 115.125962 101.632772 74.350028 119.906690 106.992961
117 0.3268240572 106.092160 120.268518 58.076966 69.851314 78.760445 89.903441 125.533055 77.342269 108.827592 128.801353
118 0.3454339949 93.004345 135.654762 79.459743 50.952016 128.370624 127.894506 98.947767 94.191920 88.638340 93.444517
119 0.3234492642 64.743855 156.830659 100.559673 48.295374 126.945375 113.755910 90.222150 82.270060 105.558800 87.477565
120 0.6913786385 98.122768 138.876928 78.536952 65.423578 144.185988 127.463062 104.802011 89.059678 75.307493 89.505290
121 0.6079787447 121.264836 114.478865 76.485559 59.292057 129.795873 115.125962 101.632772 106.113780 119.906690 99.411469
122 0.3143450729 106.680650 119.259180 48.022193 69.851314 86.265217 95.921640 119.918502 87.468785 98.554591 121.683269
123 0.5304127427 86.663343 135.395121 82.198359 71.759132 70.305507 127.894506 125.330530 94.191920 130.380900 131.941468
124 0.2568655707 79.742258 144.665181 85.721984 62.830515 108.604596 112.977722 102.364128 80.565166 108.236764 101.597248
125 0.2620806216 71.239200 139.172770 87.328871 69.652518 82.122466 113.709169 92.604414 89.171394 130.612843 108.032668
126 0.3149246925 58.929529 155.442384 93.416759 65.403698 76.188475 105.029679 110.934876 57.389693 137.146831 118.835111
127 0.2550029938 60.057414 153.821241 76.675523 59.384856 89.095559 115.204665 101.655926 74.271503 119.846973 107.175502
128 0.3259412717 106.094332 120.554602 58.127050 70.026352 78.687417 90.006109 125.433132 77.485508 108.859968 128.847266
129 0.3468129054 93.014732 135.617943 79.544424 50.998811 128.463314 127.886231 98.989719 94.172488 88.679656 93.446233
130 0.2410936955 77.408944 143.879768 80.428120 55.937523 103.891105 118.318799 102.632333 81.954155 107.691431 102.438556
131 0.2391104260 74.916577 142.190121 84.855292 63.998896 94.845169 114.589387 98.229342 84.194363 118.316170 104.928753
132 0.2468645024 78.276843 137.911058 98.168507 54.582467 84.923287 109.090530 94.375239 57.394056 125.667191 109.786712
133 0.2420044355 80.483659 139.011048 82.775213 58.148848 100.470379 118.663609 99.801146 87.158543 111.266262 102.876057
134 0.2362423105 85.840390 127.686638 81.390596 81.645085 82.175431 90.135674 108.217205 78.366347 121.872902 118.275662
135 0.2418143442 77.989109 135.862982 81.371667 69.086860 85.531697 99.814172 108.033181 75.841309 120.839835 115.787354
136 0.2519646084 74.936594 139.818502 99.416555 58.092496 81.548161 106.645997 93.432157 55.615547 129.897136 104.928753
137 0.2707548729 77.468370 139.444208 70.727434 54.582467 96.912388 105.351133 112.987437 90.577369 110.054379 111.378461
138 0.2429931006 81.203148 129.068336 82.775213 83.184603 74.554729 82.697411 113.082816 70.565991 127.203820 102.876057
139 0.2369517155 73.071748 145.111353 83.447036 62.672101 96.897604 114.382501 99.928055 81.071730 116.171271 104.666252
140 0.2768392792 83.047977 126.147104 81.949153 84.511398 72.502293 82.904297 111.384104 73.688624 129.348718 125.289618
141 0.2418409221 77.450288 143.952250 80.343146 56.035422 104.034499 118.352729 102.669499 81.939714 107.794210 102.481414
142 0.2391321162 74.887515 142.167268 84.814796 63.909790 94.762730 114.652068 98.213397 84.174394 118.338949 105.044026
143 0.2467554062 78.243274 137.895088 98.083963 54.591413 85.042125 109.210677 94.572728 57.405510 125.777283 109.730374
144 0.2429848740 80.306694 138.818858 82.959339 58.192211 100.671129 118.685149 99.746741 87.269534 111.595685 102.883524
145 0.2366059097 85.793306 127.783072 81.351656 81.539689 82.192612 90.193708 108.229590 78.330078 121.916045 118.397979
146 0.2420167176 77.885863 136.064752 81.340534 69.127707 85.536462 99.827287 108.110424 75.844106 120.856983 115.761902
147 0.2581633149 87.043099 123.270814 79.474447 85.462071 74.788451 85.093731 109.720358 78.010609 125.228227 122.615992
148 0.2312700029 78.569040 140.469862 83.160676 65.312535 97.373776 110.054175 102.444851 81.063708 114.142097 106.275811
149 0.2147929978 86.245315 133.366392 85.198982 60.873735 100.783018 111.766961 95.920059 80.797938 109.831958 102.625911
150 0.2231480724 95.400002 126.488237 88.114518 60.865781 105.465530 112.044775 94.547424 84.872492 106.139272 100.937900
151 0.2239149242 77.845423 132.137073 91.710554 80.938452 88.400532 95.877269 98.079640 79.410953 123.946705 109.978676
152 0.2927819550 73.467178 135.497475 82.824447 74.864380 71.137754 90.730711 109.489852 69.392084 131.741621 122.358544
153 0.2725318627 81.550287 127.397707 77.725125 85.466843 71.978944 85.093731 110.543939 75.565877 127.443838 123.628798
154 0.2361790276 86.679485 138.366065 83.160676 51.498185 106.166965 120.273105 98.539185 81.789591 103.949193 100.404192
155 0.2942708345 84.416152 125.287055 74.142783 81.817628 100.783018 82.005797 116.566485 71.999288 129.905177 130.043913
156 0.2188021071 90.360067 125.750646 92.021462 72.904611 98.036039 102.510959 95.843173 84.040301 114.608121 105.349560
157 0.2549182714 73.076227 144.596754 81.411354 65.317307 94.564269 109.887487 103.268432 78.618976 123.946705 107.288617
158 0.2332671841 84.061852 136.342969 84.909999 65.307762 100.183284 110.220863 101.621270 83.508440 111.926485 105.263005
159 0.2577245769 87.033862 123.255698 79.588802 85.502402 74.784007 85.097583 109.703419 78.153658 125.155722 122.502556
160 0.2316127793 78.510721 140.273632 83.240515 65.254262 97.412757 110.009579 102.413148 81.149595 114.407332 106.211869
161 0.2145127226 86.156710 133.375553 85.150003 60.855937 100.830530 111.754739 95.776190 80.737416 109.867139 102.596535
162 0.2232031181 95.418834 126.468830 88.144471 60.886465 105.435876 112.039405 94.559530 84.846884 106.192250 100.892020
163 0.2244718055 78.002447 132.262203 91.697328 80.874562 88.651945 95.897487 98.121455 79.170954 123.996320 110.153825
164 0.2923694531 73.409949 135.543120 82.922773 74.926114 71.202149 90.741425 109.435422 69.421749 131.765113 122.362103
165 0.2225997726 84.871493 136.439519 85.491441 56.078129 105.608593 117.091928 94.321065 81.354120 107.000661 99.208519
166 0.2140053724 87.232500 133.047599 84.371166 61.607636 101.666488 109.854324 97.800934 79.501718 108.414533 103.322140
167 0.2197597684 90.273269 131.261115 79.205122 64.054599 107.983244 111.058035 98.159987 88.910625 102.215416 100.381592
168 0.2185836653 98.902281 121.235303 92.008738 67.556138 103.955126 104.935488 93.096869 83.490576 108.056797 102.247911
169 0.2151047733 83.327787 134.759222 89.051710 62.780343 103.157774 111.098671 93.766892 79.912728 110.413425 100.504496
170 0.2641511015 92.445728 134.153394 86.561226 57.748402 116.565017 120.347043 93.454061 87.882506 99.170747 94.001041
171 0.2624671334 87.232500 141.240771 81.978683 54.179301 115.191834 123.298344 96.276501 85.489192 99.385388 94.645578
172 0.2526500570 95.744033 130.897618 77.710832 61.035435 116.027590 116.607058 97.972289 93.692493 95.469809 96.479519
173 0.2292460792 98.902281 125.636693 92.962089 69.667148 102.165693 103.804806 93.032374 81.194602 111.047107 102.328132
174 0.2182480537 87.214321 135.412545 82.683114 55.374505 104.713822 116.345320 93.766892 81.107514 105.801326 100.899105
175 0.2284462854 81.503326 135.831112 92.151337 61.312165 99.367720 120.347043 93.551460 74.267384 114.132895 102.268825
176 0.2230619159 84.801884 136.376938 85.546447 56.077097 105.656119 117.147577 94.445943 81.428718 107.058764 99.461930
177 0.2137400984 87.167924 132.980303 84.294026 61.737307 101.634098 109.838897 97.877527 79.514294 108.303389 103.457234
178 0.2204270561 90.354138 131.281440 79.262734 64.008696 107.862665 111.228941 98.186102 88.916315 102.416686 100.487293
179 0.2184570032 98.965013 121.097960 91.820887 67.639735 103.935059 104.882837 93.247995 83.515330 108.144147 102.203107
180 0.2154671163 83.146796 134.786838 88.973448 62.868709 103.110332 111.187069 93.863184 79.951589 110.696127 100.502042
181 0.2650537926 92.554521 134.133938 86.677131 57.559087 116.739808 120.487171 93.347197 87.926246 98.975294 94.136144
182 0.2480889472 85.437550 139.545850 87.150151 47.860132 115.453578 125.359865 90.383253 81.542090 100.523516 92.499921
183 0.2105375330 90.561090 129.936136 84.691951 60.400365 103.314958 109.741704 96.105618 78.903563 105.888066 102.426848
184 0.2144411073 86.620319 132.138692 89.344699 57.994351 97.395439 110.605550 94.150650 72.859492 112.471546 104.155757
185 0.2077282527 90.866326 128.958844 85.224225 62.144429 102.620119 107.524952 95.966617 77.745679 106.389005 102.962852
186 0.2196246821 88.828597 133.262911 86.308696 55.238064 108.824750 115.619105 93.007018 79.162550 103.234222 97.793536
187 0.2216961736 80.416385 132.642103 96.509320 60.135176 95.504018 122.802389 89.044346 64.880372 116.676017 103.172751
188 0.2088069642 89.538259 128.818617 87.150151 61.318595 97.989867 106.766516 95.267456 73.952991 110.403040 104.787038
189 0.2187166724 91.886057 130.610668 82.870349 58.746593 110.172545 112.749838 95.419439 82.685398 100.345672 102.426848
190 0.2266583177 90.156664 133.403139 83.907496 56.063898 113.455002 116.377541 93.706179 77.745679 99.220187 102.962852
191 0.2185386356 89.338453 133.262911 85.342634 56.256546 107.037737 114.598197 94.329859 79.753685 103.995197 99.325259
192 0.2253058427 79.091418 131.967571 98.330922 61.788947 88.646431 119.794256 89.730525 61.098537 122.218411 106.990084
193 0.2476799906 85.400553 139.541860 87.167184 47.807875 115.299693 125.363397 90.418665 81.670317 100.474355 92.383614
194 0.2106947705 90.544023 130.051215 84.594205 60.313312 103.390403 109.825765 96.022261 79.048084 105.894654 102.378669
195 0.2142028306 86.542608 132.147108 89.455424 58.075491 97.430140 110.611202 94.064201 72.859723 112.338515 104.271411
196 0.2077487065 90.843949 128.995723 85.189772 62.170604 102.598354 107.535118 95.923484 77.785404 106.456236 102.988406
197 0.2196719808 88.761181 133.280779 86.267578 55.184736 108.867465 115.692420 93.056075 79.086548 103.189625 97.866526
198 0.2219848709 80.478587 132.711455 96.559805 60.089334 95.575750 122.807940 88.917144 64.871051 116.732779 103.219565
199 0.2140191324 90.586267 130.939562 86.200355 57.768475 107.045268 112.027948 93.931527 77.743521 103.748951 99.703941
200 0.2087159950 92.005059 128.331249 85.016500 60.560448 103.718177 108.879398 95.376246 78.237419 105.062163 102.266343
201 0.2140670990 87.906563 130.407988 90.751483 58.331907 96.604302 108.406582 93.696111 69.644246 112.519539 104.939111
202 0.2079727029 87.651943 132.048260 82.510419 59.979745 102.086116 108.560737 97.114517 75.447720 105.721887 103.248829
203 0.2059328909 84.217005 132.609145 83.156175 65.450747 97.202555 104.255636 98.549022 74.973108 110.436553 106.128099
204 0.2143567597 79.705325 132.002026 86.081190 66.825117 88.912254 103.773520 97.535524 66.569069 116.946059 110.030106
205 0.2144150671 90.518432 128.177781 92.255132 58.680328 97.583539 108.597778 93.696111 71.318065 112.123704 104.349619
206 0.2210905441 82.317194 129.771819 87.584839 59.979745 89.891491 103.964717 96.492561 68.242888 116.550224 109.440614
207 0.2092215347 84.217005 130.575291 87.955364 65.450747 102.071088 111.738678 98.549022 72.701098 107.654655 102.045145
208 0.2062176667 79.705325 133.142029 86.839169 61.527277 98.161714 108.964422 95.227094 70.742511 110.879289 104.362199
209 0.2139733038 90.698078 130.937728 86.177612 57.897643 106.854222 112.132480 93.920842 77.690250 103.708887 99.768696
210 0.2086428299 91.856587 128.126285 84.834997 60.489194 103.963219 109.038789 95.480159 78.389713 105.113667 102.034363
211 0.2142438622 87.985410 130.627182 90.760321 58.480757 96.739260 108.547524 93.704225 69.873760 112.497104 105.116657
212 0.2080511886 87.711233 132.114818 82.555009 59.993066 102.039895 108.543700 97.183318 75.380141 105.692369 103.148858
213 0.2057240424 84.211362 132.605192 83.201525 65.500489 97.176015 104.257241 98.708736 74.891816 110.231085 106.059467
214 0.2143930297 79.717952 132.029335 86.060059 66.734865 88.973030 103.754356 97.562429 66.498862 116.867191 110.051014
215 0.2049916333 90.862694 127.119717 85.489676 64.696902 98.304353 103.118950 96.880881 74.256882 108.819890 105.785079
216 0.2045694846 91.286801 126.311870 85.667114 65.276703 97.800565 102.059716 96.785267 73.499595 108.965706 106.148371
217 0.2080715587 90.514906 127.178419 88.164750 62.768794 97.028857 103.595510 95.427833 70.746295 110.337360 106.001513
218 0.2056163287 89.467492 129.207929 84.086157 62.593858 99.999831 105.372751 96.939309 74.525134 107.314486 104.661325
219 0.2075216505 83.555208 131.293820 82.316469 69.507958 92.653069 99.342848 100.474742 73.048709 113.066164 109.463577
220 0.2017007712 88.043412 128.760061 82.433060 62.537234 103.038448 100.579784 97.841370 76.982118 104.458163 103.666094
221 0.2132858639 91.590782 127.508526 83.494873 58.388774 107.446505 104.197726 95.720110 77.867972 108.819890 105.785079
222 0.2047787404 91.954280 125.382081 86.438250 66.306609 96.984794 101.131129 96.788456 73.641559 109.810623 106.677307
223 0.2111356266 94.062276 125.926884 89.226562 58.620334 101.436914 107.213452 93.306573 71.632149 106.886353 103.120162
224 0.2106814216 91.954280 125.382081 86.438250 66.306609 92.653069 99.342848 96.788456 73.641559 113.066164 109.463577
225 0.2101255400 92.769698 125.362884 89.106127 65.415639 94.194811 103.869152 95.337145 69.758101 112.493224 107.549622
226 0.2051908741 90.927597 127.122742 85.606545 64.537671 98.223798 103.210713 96.801019 74.360498 108.918966 105.644028
227 0.2044714720 91.116382 126.356646 85.553281 65.257714 97.881437 101.989758 96.868711 73.495554 108.957519 106.173892
228 0.2078475513 90.458967 127.197733 88.314677 62.930431 97.008281 103.568023 95.389633 70.651673 110.233070 105.961150
229 0.2056408238 89.609365 129.258568 84.024113 62.718697 99.929924 105.329883 96.920835 74.520163 107.302948 104.610344
230 0.2071150784 83.642539 131.437832 82.153105 69.543833 92.749745 99.317498 100.337547 73.145957 112.789458 109.286520
231 0.2016556391 87.953554 128.897349 82.601094 62.561759 103.005744 100.567689 97.857524 76.967648 104.408799 103.725762
232 0.2026905685 89.064903 126.757885 83.310528 66.067644 97.892045 97.881753 98.701289 74.640458 107.954641 106.866646
233 0.2029168193 89.180875 126.832729 84.294816 65.794370 98.099624 98.523727 97.960760 73.326452 108.251823 106.519589
234 0.2035339192 90.756751 126.396616 85.803973 64.732734 98.837987 100.782681 96.741320 72.781581 107.647835 105.728625
235 0.2014211365 88.854542 127.797070 83.402825 63.611110 101.824229 99.847189 97.681442 76.316651 105.381270 104.398762
236 0.2012548282 88.890128 127.596429 83.353816 63.915981 101.541037 99.367197 97.867114 76.163908 105.432185 104.612290
